postcode,location,district,state,mukim
47410,Jalan TR 6/3,PETALING JAYA,SELANGOR,
47410,Jalan TR 7/1,PETALING JAYA,SELANGOR,
47410,Jalan TR 7/2,PETALING JAYA,SELANGOR,
47410,Jalan TR 7/3,PETALING JAYA,SELANGOR,
47410,Jalan TR 8/1,PETALING JAYA,SELANGOR,
47410,Jalan TR 8/2,PETALING JAYA,SELANGOR,
47410,Jalan TR 8/3,PETALING JAYA,SELANGOR,
47410,Jalan TR 9/1,PETALING JAYA,SELANGOR,
47410,Jalan TR 9/2,PETALING JAYA,SELANGOR,
47410,Jalan TR 9/3,PETALING JAYA,SELANGOR,
47410,Jalan TR 9/4,PETALING JAYA,SELANGOR,
47410,Jalan TR 9/5,PETALING JAYA,SELANGOR,
47410,Jalan TR 9/6,PETALING JAYA,SELANGOR,
47410,Jalan Tropicana Selatan,PETALING JAYA,SELANGOR,
47410,Jalan Tropicana Utama,PETALING JAYA,SELANGOR,
47410,Jalan Tropicana Utara,PETALING JAYA,SELANGOR,
47410,Jalan Tropicana,PETALING JAYA,SELANGOR,
47410,Pangsapuri Mutiara Subang,PETALING JAYA,SELANGOR,
47410,Persiaran Tropicana,PETALING JAYA,SELANGOR,
47410,Riana Green Condo (Blok E Hingga M),PETALING JAYA,SELANGOR,
47410,"Riana Green Condo (Blok HR1, LR & MR1)",PETALING JAYA,SELANGOR,
47410,Tropicana Golf & Country Resort,PETALING JAYA,SELANGOR,
47410,Tropicana Indah Resort Homes,PETALING JAYA,SELANGOR,
47410,Tropicana Indah,PETALING JAYA,SELANGOR,
47500,Bandar Sunway,SUBANG JAYA,SELANGOR,
47500,Bayu Tower (Saujana Residency),SUBANG JAYA,SELANGOR,
47500,"Empire Subang, Jalan SS 16/1",SUBANG JAYA,SELANGOR,
47500,Jalan 18 - 18/6 (Subang Jaya),SUBANG JAYA,SELANGOR,
47500,Jalan Jengka,SUBANG JAYA,SELANGOR,
47500,Jalan Kemajuan Subang,SUBANG JAYA,SELANGOR,
47500,Jalan Kewajipan,SUBANG JAYA,SELANGOR,
47500,Jalan Lagoon Selatan,SUBANG JAYA,SELANGOR,
47500,Jalan Lagoon Timur,SUBANG JAYA,SELANGOR,
47500,Jalan Mutiara Subang,SUBANG JAYA,SELANGOR,
47500,Jalan SS 12/1 Wangsa Baiduri,SUBANG JAYA,SELANGOR,
47500,Jalan SS 12/2,SUBANG JAYA,SELANGOR,
47500,Jalan SS 13/3C - 13/6C,SUBANG JAYA,SELANGOR,
47500,Jalan SS 15/8,SUBANG JAYA,SELANGOR,
47500,Jalan SS 16/1,SUBANG JAYA,SELANGOR,
47500,Jalan Subang Utama (Subang Jaya),SUBANG JAYA,SELANGOR,
47500,Jalan Suria Subang Off Persiaran Teknologi Subang,SUBANG JAYA,SELANGOR,
47500,Jalan Tasik Selatan,SUBANG JAYA,SELANGOR,
47500,Jalan Tasik Timur (1 - 2),SUBANG JAYA,SELANGOR,
47500,Jalan Taylor's,SUBANG JAYA,SELANGOR,
47500,Jalan TS 6/1 - TS 6/10,SUBANG JAYA,SELANGOR,
47500,Jalan Tujuan (Subang Jaya),SUBANG JAYA,SELANGOR,
47500,Jalan Universiti Bandar Sunway,SUBANG JAYA,SELANGOR,
47500,"Kondominium Lisola, Jalan SS 16/1",SUBANG JAYA,SELANGOR,
47500,Lagoon Perdana,SUBANG JAYA,SELANGOR,
47500,Lebuhraya Persekutuan,SUBANG JAYA,SELANGOR,
47500,Lebuhraya Petaling Jaya,SUBANG JAYA,SELANGOR,
47500,Pangsapuri Mutiara Subang,SUBANG JAYA,SELANGOR,
47500,Persiaran Kemajuan SS 16,SUBANG JAYA,SELANGOR,
47500,Persiaran Kemajuan Subang,SUBANG JAYA,SELANGOR,
47500,Persiaran Lagoon Perdana,SUBANG JAYA,SELANGOR,
47500,Persiaran Subang (1 - 12),SUBANG JAYA,SELANGOR,
47500,Persiaran Subang,SUBANG JAYA,SELANGOR,
47500,Persiaran Tasik Barat,SUBANG JAYA,SELANGOR,
47500,Persiaran Tasik Selatan,SUBANG JAYA,SELANGOR,
47500,Persiaran Tasik Timur,SUBANG JAYA,SELANGOR,
47500,Persiaran Tasik Utara,SUBANG JAYA,SELANGOR,
47500,Persiaran Teknologi Subang,SUBANG JAYA,SELANGOR,
47500,Persiaran Wangsa Baiduri,SUBANG JAYA,SELANGOR,
47500,"Petaling Jaya - PJS 7, 9 & 11",SUBANG JAYA,SELANGOR,
47500,"PJS 7, 9, 11 (Bandar Sunway)",SUBANG JAYA,SELANGOR,
47500,Subang Avenue,SUBANG JAYA,SELANGOR,
47500,Subang Height,SUBANG JAYA,SELANGOR,
47500,Subang Hi-Tech Industrial Park,SUBANG JAYA,SELANGOR,
47500,Peti Surat,SUBANG JAYA,SELANGOR,
47500,Subang Jaya - Seksyen SS 12 - 19,SUBANG JAYA,SELANGOR,
47500,Subang Jaya,SUBANG JAYA,SELANGOR,
47500,Subang Parkhomes Condo,SUBANG JAYA,SELANGOR,
47500,Sungai Penaga Industrial Park,SUBANG JAYA,SELANGOR,
47500,Sunway South Quay,SUBANG JAYA,SELANGOR,
47500,Suria Tower (Saujana Residency),SUBANG JAYA,SELANGOR,
47500,Taman Industri Subang,SUBANG JAYA,SELANGOR,
47500,Taman Metropark,SUBANG JAYA,SELANGOR,
47500,Taman Mutiara Subang,SUBANG JAYA,SELANGOR,
47500,Taman Perindustrian Teknologi Tinggi Subang,SUBANG JAYA,SELANGOR,
47500,Taman Subang Mas,SUBANG JAYA,SELANGOR,
47500,Taman Sunway South Quay,SUBANG JAYA,SELANGOR,
47500,Taman Wangsa Baiduri,SUBANG JAYA,SELANGOR,
47500,"Taylor's Lakeside Campus, Subang Jaya",SUBANG JAYA,SELANGOR,
47500,Tropicana Metropark,SUBANG JAYA,SELANGOR,
47500,Ultramine Industrial Park,SUBANG JAYA,SELANGOR,
47500,Wangsa Baiduri (Subang Jaya),SUBANG JAYA,SELANGOR,
47507,Beg Berkunci,SUBANG JAYA,SELANGOR,
47600,Jalan Subang 1 USJ 1,SUBANG JAYA,SELANGOR,
47600,Jalan Subang Permai,SUBANG JAYA,SELANGOR,
47600,Jalan TP 1 - TP 5,SUBANG JAYA,SELANGOR,
47600,Jalan TP 1/1A - TP 1/1D,SUBANG JAYA,SELANGOR,
47600,Jalan TP 3/1,SUBANG JAYA,SELANGOR,
47600,Jalan TP 3/2,SUBANG JAYA,SELANGOR,
47600,Pangsapuri Seri Nipah,SUBANG JAYA,SELANGOR,
47600,Persiaran Kewajipan,SUBANG JAYA,SELANGOR,
47600,Persiaran Mulia,SUBANG JAYA,SELANGOR,
47600,Persiaran Subang 1,SUBANG JAYA,SELANGOR,
47600,Persiaran Subang Permai,SUBANG JAYA,SELANGOR,
47600,Pusat Perdagangan Subang Mas,SUBANG JAYA,SELANGOR,
47600,Pusat Perniagaan USJ 10,SUBANG JAYA,SELANGOR,
47600,Regina Residences,SUBANG JAYA,SELANGOR,
47600,Subang Jaya - USJ 1 - 4,SUBANG JAYA,SELANGOR,
47600,Taman Industri Subang,SUBANG JAYA,SELANGOR,
47600,Taman Perindustrian UEP,SUBANG JAYA,SELANGOR,
47600,Taman Pinggiran USJ,SUBANG JAYA,SELANGOR,
47600,Taman Subang Mewah,SUBANG JAYA,SELANGOR,
47600,Taman Subang Permai,SUBANG JAYA,SELANGOR,
47600,Taman USJ Heights,SUBANG JAYA,SELANGOR,
47600,Twin Industrial Park,SUBANG JAYA,SELANGOR,
47600,USJ 1 - USJ 4,SUBANG JAYA,SELANGOR,
47600,USJ One Park,SUBANG JAYA,SELANGOR,
47600,USJ Sentral,SUBANG JAYA,SELANGOR,
47610,Subang Jaya - USJ 5 - 8,SUBANG JAYA,SELANGOR,
47620,Subang Jaya - USJ 9 - 11,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 12,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 13,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 14,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 15,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 16,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 17,SUBANG JAYA,SELANGOR,
47630,Subang Jaya - USJ 18,SUBANG JAYA,SELANGOR,
47630,Taman Indah Subang UEP,SUBANG JAYA,SELANGOR,
47640,Jalan USJ 21/10,SUBANG JAYA,SELANGOR,
47640,Kompleks Skypark One City,SUBANG JAYA,SELANGOR,
47640,Subang Jaya - USJ 19,SUBANG JAYA,SELANGOR,
47640,Subang Jaya - USJ 20,SUBANG JAYA,SELANGOR,
47640,Subang Jaya - USJ 21,SUBANG JAYA,SELANGOR,
47640,Subang Jaya - USJ 22,SUBANG JAYA,SELANGOR,
47640,Subang Jaya - USJ 23,SUBANG JAYA,SELANGOR,
47640,Subang Jaya - USJ 24,SUBANG JAYA,SELANGOR,
47640,The Place One City,SUBANG JAYA,SELANGOR,
47640,The Square One City,SUBANG JAYA,SELANGOR,
47650,Bandar Putra Heights,SUBANG JAYA,SELANGOR,
47650,Bandar Utama,SUBANG JAYA,SELANGOR,
47650,Kingsley Hills,SUBANG JAYA,SELANGOR,
47800,Bandar Utama PJU 6,PETALING JAYA,SELANGOR,
47800,Bangunan Sri Pentas - TV 3,PETALING JAYA,SELANGOR,
47800,Jalan BU 12/1 (Bandar Utama),PETALING JAYA,SELANGOR,
47800,Jalan BU 5/1,PETALING JAYA,SELANGOR,
47800,Jalan Cecawi 6/19A Seksyen 6,PETALING JAYA,SELANGOR,
47800,Lebuh Bandar Utama,PETALING JAYA,SELANGOR,
47800,Refleksi Residensi,PETALING JAYA,SELANGOR,
47810,D' Villa Botany,PETALING JAYA,SELANGOR,
47810,Jalan Cecawi 6/30 Seksyen 6,PETALING JAYA,SELANGOR,
47810,Jalan Kenyalang 11/1 PJU 5,PETALING JAYA,SELANGOR,
47810,Jalan Kenyalang 11/15 PJU 5,PETALING JAYA,SELANGOR,
47810,Jalan Nuri 7/3 Seksyen 7,PETALING JAYA,SELANGOR,
47810,Jalan PJU 3/22A,PETALING JAYA,SELANGOR,
47810,Jalan PJU 5/1,PETALING JAYA,SELANGOR,
47810,Jalan PJU 5/14,PETALING JAYA,SELANGOR,
47810,Jalan PJU 7/3,PETALING JAYA,SELANGOR,
47810,Jalan Teknologi 3/3A,PETALING JAYA,SELANGOR,
47810,Jalan Teknologi 3/5,PETALING JAYA,SELANGOR,
47810,Jalan Teknologi 3/7,PETALING JAYA,SELANGOR,
47810,Jalan Teknologi,PETALING JAYA,SELANGOR,
47810,"Kota Damansara, PJU 5",PETALING JAYA,SELANGOR,
47810,Mutiara Damansara PJU 7,PETALING JAYA,SELANGOR,
47810,Mutiara Damansara,PETALING JAYA,SELANGOR,
47810,Nouvelle Industrial Park 1,PETALING JAYA,SELANGOR,
47810,Nouvelle Industrial Park 2,PETALING JAYA,SELANGOR,
47810,Persiaran Surian,PETALING JAYA,SELANGOR,
47810,PJU 3 Sunway Damansara,PETALING JAYA,SELANGOR,
47810,Pusat Bandar Sungai Buloh (PSB),PETALING JAYA,SELANGOR,
47810,Pusat Teknologi Sinar Damansara,PETALING JAYA,SELANGOR,
47810,Pusat Teknologi Sunsuria,PETALING JAYA,SELANGOR,
47810,Seksyen 11 Kota Damansara PJU 5,PETALING JAYA,SELANGOR,
47810,Sunway Damansara,PETALING JAYA,SELANGOR,
47810,Taman Sains Selangor 1,PETALING JAYA,SELANGOR,
47810,Taman Sains Selangor,PETALING JAYA,SELANGOR,
47820,Damansara Damai,PETALING JAYA,SELANGOR,
47820,Damansara Impian,PETALING JAYA,SELANGOR,
47820,Damansara Perdana,PETALING JAYA,SELANGOR,
47820,Empire City Damansara,PETALING JAYA,SELANGOR,
47820,Empire Residence,PETALING JAYA,SELANGOR,
47820,Foresthill Damansara,PETALING JAYA,SELANGOR,
47830,Damansara Damai,PETALING JAYA,SELANGOR,
47830,Jalan PJU 10/9,PETALING JAYA,SELANGOR,
47830,Prima Damansara,PETALING JAYA,SELANGOR,
47830,Saujana Damansara,PETALING JAYA,SELANGOR,
47830,Sutera Damansara,PETALING JAYA,SELANGOR,
47830,Taman Bayu Damansara,PETALING JAYA,SELANGOR,
48000,B & G Komersial Sentral,RAWANG,SELANGOR,
48000,Bandar Country Homes,RAWANG,SELANGOR,
48000,Bandar Sungai Buaya,RAWANG,SELANGOR,
48000,Dataran Amansiara,RAWANG,SELANGOR,
48000,Hospital Pakar Rawang,RAWANG,SELANGOR,
48000,Jalan 4/1D,RAWANG,SELANGOR,
48000,Jalan Anggun (1A - 1H),RAWANG,SELANGOR,
48000,Jalan Anggun (1J - 1K),RAWANG,SELANGOR,
48000,Jalan Bandar Rawang 15,RAWANG,SELANGOR,
48000,Jalan Bandar Rawang 16,RAWANG,SELANGOR,
48000,Jalan Batu Arang,RAWANG,SELANGOR,
48000,Jalan Bayu Permai 5,RAWANG,SELANGOR,
48000,Jalan Berkat,RAWANG,SELANGOR,
48000,Jalan Bersatu,RAWANG,SELANGOR,
48000,Jalan BG 1,RAWANG,SELANGOR,
48000,Jalan BP 1,RAWANG,SELANGOR,
48000,Jalan BP 29,RAWANG,SELANGOR,
48000,Jalan Bunga Pagoda,RAWANG,SELANGOR,
48000,Jalan Desa,RAWANG,SELANGOR,
48000,Jalan DM-5,RAWANG,SELANGOR,
48000,Jalan Idaman 1,RAWANG,SELANGOR,
48000,Jalan Industri 3/4,RAWANG,SELANGOR,
48000,Jalan Ipoh Batu 11 Hingga Batu 15,RAWANG,SELANGOR,
48000,Jalan Ipoh Batu 17,RAWANG,SELANGOR,
48000,Jalan Ipoh Batu 18,RAWANG,SELANGOR,
48000,Jalan Jati,RAWANG,SELANGOR,
48000,Jalan Kampung Sungai Dua,RAWANG,SELANGOR,
48000,Jalan Kota Bidari,RAWANG,SELANGOR,
48000,Jalan Kuala Garing,RAWANG,SELANGOR,
48000,Jalan Level Crossing,RAWANG,SELANGOR,
48000,Jalan Mawar,RAWANG,SELANGOR,
48000,Jalan Maxwell,RAWANG,SELANGOR,
48000,Jalan Pelangi,RAWANG,SELANGOR,
48000,Jalan Rajawali,RAWANG,SELANGOR,
48000,Jalan Rawang,RAWANG,SELANGOR,
48000,Jalan Selasih Sari,RAWANG,SELANGOR,
48000,Jalan Sentosa,RAWANG,SELANGOR,
48000,Jalan Setia,RAWANG,SELANGOR,
48000,Jalan SJ 3,RAWANG,SELANGOR,
48000,Jalan Station,RAWANG,SELANGOR,
48000,Jalan Taiping,RAWANG,SELANGOR,
48000,Jalan Templer Anggun 1C,RAWANG,SELANGOR,
48000,Jalan Tengah,RAWANG,SELANGOR,
48000,Jalan Teratai,RAWANG,SELANGOR,
48000,Jalan Tokong,RAWANG,SELANGOR,
48000,Jalan Waterfall,RAWANG,SELANGOR,
48000,Jalan Welman,RAWANG,SELANGOR,
48000,Kampung Baru,RAWANG,SELANGOR,
48000,Kampung Benggali,RAWANG,SELANGOR,
48000,Kampung Gurkha,RAWANG,SELANGOR,
48000,Kampung Haji Mohammad Haji Taib,RAWANG,SELANGOR,
48000,Kampung Kenanga,RAWANG,SELANGOR,
48000,Kampung Koskan,RAWANG,SELANGOR,
48000,Kampung Kuala Garing Selatan,RAWANG,SELANGOR,
48000,Kampung Lee Kim Sai,RAWANG,SELANGOR,
48000,Kampung Lim Kim Sai,RAWANG,SELANGOR,
48000,Kampung Lim Tan,RAWANG,SELANGOR,
48000,Kampung Melayu (Batu 16),RAWANG,SELANGOR,
48000,Kampung Melayu (Batu 19),RAWANG,SELANGOR,
48000,Kampung Melayu Rajah,RAWANG,SELANGOR,
48000,Kampung Melayu Tambahan,RAWANG,SELANGOR,
48000,Kampung Muhibbah Haji Taib,RAWANG,SELANGOR,
48000,Kampung Muhibbah,RAWANG,SELANGOR,
48000,Kampung Paya,RAWANG,SELANGOR,
48000,Kampung Pemak,RAWANG,SELANGOR,
48000,Kampung Raja,RAWANG,SELANGOR,
48000,Kampung Sungai Bakau,RAWANG,SELANGOR,
48000,Kampung Sungai Choh,RAWANG,SELANGOR,
48000,Kampung Sungai Dua,RAWANG,SELANGOR,
48000,Kampung Sungai Terentang,RAWANG,SELANGOR,
48000,Kampung Tanjong,RAWANG,SELANGOR,
48000,Kawasan Perindustrian Rawang Perdana,RAWANG,SELANGOR,
48000,Komersial Sentral (Rawang),RAWANG,SELANGOR,
48000,Kota Emerald,RAWANG,SELANGOR,
48000,Ladang Bukit Rawang,RAWANG,SELANGOR,
48000,Ladang E Block,RAWANG,SELANGOR,
48000,Ladang Sheila,RAWANG,SELANGOR,
48000,Ladang Waterfall,RAWANG,SELANGOR,
48000,Majestic Rawang,RAWANG,SELANGOR,
48000,Mutiara Residence,RAWANG,SELANGOR,
48000,Pangsapuri Bayu Aman,RAWANG,SELANGOR,
48000,Plaza Rawang 1,RAWANG,SELANGOR,
48000,Pusat Komersial Anggun City,RAWANG,SELANGOR,
48000,Pusat Komersial Rawang 1,RAWANG,SELANGOR,
48000,Pusat Perniagaan Rawang Millenium,RAWANG,SELANGOR,
48000,Puteri Heights,RAWANG,SELANGOR,
48000,Rawang Intergrated Industrial Park,RAWANG,SELANGOR,
48000,Rawang Tin Fields,RAWANG,SELANGOR,
48000,Rawang Tin,RAWANG,SELANGOR,
48000,Rawang,RAWANG,SELANGOR,
48000,Serena Residence,RAWANG,SELANGOR,
48000,Setia Eco Templer,RAWANG,SELANGOR,
48000,Taman Anggun 1,RAWANG,SELANGOR,
48000,Taman Anggun 3,RAWANG,SELANGOR,
48000,Taman Bayu Lagenda,RAWANG,SELANGOR,
48000,Taman Bayu Permai,RAWANG,SELANGOR,
48000,Taman Bersatu,RAWANG,SELANGOR,
48000,Taman Bukit,RAWANG,SELANGOR,
48000,Taman Daya Pertama,RAWANG,SELANGOR,
48000,Taman Desa Mutiara,RAWANG,SELANGOR,
48000,Taman Desamas,RAWANG,SELANGOR,
48000,Taman Dolomite Templer,RAWANG,SELANGOR,
48000,Taman E Blok,RAWANG,SELANGOR,
48000,Taman Ehsan Ibu,RAWANG,SELANGOR,
48000,Taman Garing Jaya,RAWANG,SELANGOR,
48000,Taman Garing Utama,RAWANG,SELANGOR,
48000,Taman Garing,RAWANG,SELANGOR,
48000,Taman Hidayah (Sungai Choh),RAWANG,SELANGOR,
48000,Taman Hijau Baru,RAWANG,SELANGOR,
48000,Taman Hijau,RAWANG,SELANGOR,
48000,Taman Industri Bukit Rawang Jaya,RAWANG,SELANGOR,
48000,Taman Industri Puteri Permai,RAWANG,SELANGOR,
48000,Taman Industri Rawang Indah,RAWANG,SELANGOR,
48000,Taman Jati,RAWANG,SELANGOR,
48000,Taman Kampung Kenanga,RAWANG,SELANGOR,
48000,Taman Kancing Jaya,RAWANG,SELANGOR,
48000,Taman Kenanga Residence,RAWANG,SELANGOR,
48000,Taman Pelangi,RAWANG,SELANGOR,
48000,Taman Pinggiran Pelangi,RAWANG,SELANGOR,
48000,Taman Rawang Idaman,RAWANG,SELANGOR,
48000,Taman Rawang Jaya,RAWANG,SELANGOR,
48000,Taman Rawang Perdana,RAWANG,SELANGOR,
48000,Taman Rawang Putra,RAWANG,SELANGOR,
48000,Taman Rawang Tin,RAWANG,SELANGOR,
48000,Taman Rawang,RAWANG,SELANGOR,
48000,Taman Regensi Rawang,RAWANG,SELANGOR,
48000,Taman Sari,RAWANG,SELANGOR,
48000,Taman Saujana Rawang,RAWANG,SELANGOR,
48000,Taman Sentosa,RAWANG,SELANGOR,
48000,Taman Seri Garing,RAWANG,SELANGOR,
48000,Taman Seri Hijau,RAWANG,SELANGOR,
48000,Taman Setia Jaya,RAWANG,SELANGOR,
48000,Taman Setia,RAWANG,SELANGOR,
48000,Taman Sri Rawang,RAWANG,SELANGOR,
48000,Taman Tasik Residensi,RAWANG,SELANGOR,
48000,Taman Tasik,RAWANG,SELANGOR,
48000,Taman Temple Anggun,RAWANG,SELANGOR,
48000,Taman Templer Jhara,RAWANG,SELANGOR,
48000,Taman Templer Lagenda,RAWANG,SELANGOR,
48000,Taman Templer Takun,RAWANG,SELANGOR,
48000,Taman Templer,RAWANG,SELANGOR,
48000,Taman Tun Teja,RAWANG,SELANGOR,
48000,Taman Velox,RAWANG,SELANGOR,
48000,Taman Villa Senja,RAWANG,SELANGOR,
48000,Templer Park Resort,RAWANG,SELANGOR,
48000,Villa Senja Residence,RAWANG,SELANGOR,
48010,Felda Sungai Buaya,RAWANG,SELANGOR,
48010,Sungai Buaya,RAWANG,SELANGOR,
48020,Bandar Tasik Puteri,RAWANG,SELANGOR,
48020,"Jalan 4/19, BTP 4",RAWANG,SELANGOR,
48020,Jalan Hijau,RAWANG,SELANGOR,
48020,Kampung Kuang,RAWANG,SELANGOR,
48020,Pangsapuri Perdana Park,RAWANG,SELANGOR,
48020,"Pinggiran Lembah Hijau 6, BTP 15",RAWANG,SELANGOR,
48020,Taman Kundang Jaya,RAWANG,SELANGOR,
48020,Taman M-Residensi 2,RAWANG,SELANGOR,
48020,Taman M-Residensi,RAWANG,SELANGOR,
48050,Bukit Nenas,RAWANG,SELANGOR,
48050,Jalan Permata,RAWANG,SELANGOR,
48050,Jalan Seri 1,RAWANG,SELANGOR,
48050,Jalan Tijanni 1,KUANG,SELANGOR,
48050,Kampung Baru Kundang,RAWANG,SELANGOR,
48050,Kampung Bukit Tempurung,RAWANG,SELANGOR,
48050,Kampung Cempedak,RAWANG,SELANGOR,
48050,Kampung Damai,RAWANG,SELANGOR,
48050,Kampung Gombak,RAWANG,SELANGOR,
48050,Kampung Permata,RAWANG,SELANGOR,
48050,Kampung Seri Kundang,RAWANG,SELANGOR,
48050,Kampung Setia,RAWANG,SELANGOR,
48050,Kampung Sungai Serai,RAWANG,SELANGOR,
48050,Kuang,RAWANG,SELANGOR,
48050,Ladang Bukit Lagong Satu,RAWANG,SELANGOR,
48050,Ladang Bukit Lagong,RAWANG,SELANGOR,
48050,Laguna Biru,RAWANG,SELANGOR,
48050,Lebuhraya KL- Kuala Selangor,RAWANG,SELANGOR,
48050,Lorong Bakawali,RAWANG,SELANGOR,
48050,Lorong Bayam,RAWANG,SELANGOR,
48050,Lorong Belimbing,RAWANG,SELANGOR,
48050,Lorong Dato Tambi,RAWANG,SELANGOR,
48050,Lorong Durian,RAWANG,SELANGOR,
48050,Pengkalan Kundang,RAWANG,SELANGOR,
48050,Taman Mutiara Kundang,RAWANG,SELANGOR,
48050,Taman Rahmat Jaya,RAWANG,SELANGOR,
48050,Taman Tasik Biru,RAWANG,SELANGOR,
48100,Batu Arang,BATU ARANG,SELANGOR,
48100,Desa Anggerik,BATU ARANG,SELANGOR,
48100,Idaman PKNS Selangorku@Kota Puteri 1,BATU ARANG,SELANGOR,
48100,Jalan Kimia,BATU ARANG,SELANGOR,
48100,Jalan Pasar,BATU ARANG,SELANGOR,
48100,Jalan Stesyen,BATU ARANG,SELANGOR,
48100,Kampung Melayu,BATU ARANG,SELANGOR,
48100,Kampung OC 8,BATU ARANG,SELANGOR,
48100,Kota Permai Section 1 Hingga Section 12,BATU ARANG,SELANGOR,
48100,Kota Puteri,BATU ARANG,SELANGOR,
48100,Lorong Masjid,BATU ARANG,SELANGOR,
48100,Power House,BATU ARANG,SELANGOR,
48100,Simpah Utara & Selatan,BATU ARANG,SELANGOR,
48100,Taman Damai,BATU ARANG,SELANGOR,
48100,Taman Muhibbah,BATU ARANG,SELANGOR,
48200,Bandar Baru Serendah,SERENDAH,SELANGOR,
48200,Desa Melor,SERENDAH,SELANGOR,
48200,Emkay Apartment,SERENDAH,SELANGOR,
48200,Emkay Lot Banglow,SERENDAH,SELANGOR,
48200,Emkay Serendah Golf Resort,SERENDAH,SELANGOR,
48200,Jalan Anggerik,SERENDAH,SELANGOR,
48200,Jalan Angsana,SERENDAH,SELANGOR,
48200,Jalan Antara Gapi,SERENDAH,SELANGOR,
48200,Jalan Besar,SERENDAH,SELANGOR,
48200,Jalan Cempaka,SERENDAH,SELANGOR,
48200,Jalan Dahlia,SERENDAH,SELANGOR,
48200,Jalan Estate,SERENDAH,SELANGOR,
48200,Jalan Gapi,SERENDAH,SELANGOR,
48200,Jalan Hospital,SERENDAH,SELANGOR,
48200,Jalan Kekwa,SERENDAH,SELANGOR,
48200,Jalan Kempas,SERENDAH,SELANGOR,
48200,Jalan Keruing,SERENDAH,SELANGOR,
48200,Jalan Lily,SERENDAH,SELANGOR,
48200,Jalan Mawar,SERENDAH,SELANGOR,
48200,Jalan Melati,SERENDAH,SELANGOR,
48200,Jalan Melur,SERENDAH,SELANGOR,
48200,Jalan Pasar,SERENDAH,SELANGOR,
48200,Jalan Siantan 1,SERENDAH,SELANGOR,
48200,Jalan Siantan Utama,SERENDAH,SELANGOR,
48200,Jalan Stesen,SERENDAH,SELANGOR,
48200,Jalan Teratai,SERENDAH,SELANGOR,
48200,Jalan Wayang,SERENDAH,SELANGOR,
48200,Kampung Baru Tambahan,SERENDAH,SELANGOR,
48200,Kampung Baru,SERENDAH,SELANGOR,
48200,Kampung Cina,SERENDAH,SELANGOR,
48200,Kampung Damai,SERENDAH,SELANGOR,
48200,Kampung Dato Harun Tambahan,SERENDAH,SELANGOR,
48200,Kampung Dato Harun,SERENDAH,SELANGOR,
48200,Kampung Melaka,SERENDAH,SELANGOR,
48200,Kampung Orang Asli Ulu Melaka,SERENDAH,SELANGOR,
48200,Kampung Orang Asli,SERENDAH,SELANGOR,
48200,Kampung Seri Serendah,SERENDAH,SELANGOR,
48200,Kampung Tok Pinang Tambahan,SERENDAH,SELANGOR,
48200,Kampung Tok Pinang,SERENDAH,SELANGOR,
48200,Kawasan Perindustrian Sungai Choh,SERENDAH,SELANGOR,
48200,Ladang Serendah,SERENDAH,SELANGOR,
48200,Ladang Sungai Gapi,SERENDAH,SELANGOR,
48200,Persiaran Meranti Selatan,SERENDAH,SELANGOR,
48200,Pinggiran Tasek Kiambang,SERENDAH,SELANGOR,
48200,Rumah Murah Serendah,SERENDAH,SELANGOR,
48200,Serendah Estate,SERENDAH,SELANGOR,
48200,Serendah,SERENDAH,SELANGOR,
48200,Sungai Gapi Estate,SERENDAH,SELANGOR,
48200,Taman Antara Gapi,SERENDAH,SELANGOR,
48200,Taman Cahaya,SERENDAH,SELANGOR,
48200,Taman Cempaka,SERENDAH,SELANGOR,
48200,Taman Idaman,SERENDAH,SELANGOR,
48200,Taman JKKK,SERENDAH,SELANGOR,
48200,Taman Kiambang,SERENDAH,SELANGOR,
48200,Taman Laman Serendah,SERENDAH,SELANGOR,
48200,Taman Melati,SERENDAH,SELANGOR,
48200,Taman Serendah Indah,SERENDAH,SELANGOR,
48200,Taman Serendah Melati,SERENDAH,SELANGOR,
48200,Taman Teratai,SERENDAH,SELANGOR,
48300,Bandar Bukit Beruntung,RAWANG,SELANGOR,
48300,Bukit Beruntung,RAWANG,SELANGOR,
48300,Bukit Fraser,RAWANG,SELANGOR,
48300,Jalan Anggerik,RAWANG,SELANGOR,
48300,Jalan Bakawali,RAWANG,SELANGOR,
48300,Jalan Bunga Dahlia,RAWANG,SELANGOR,
48300,Jalan Bunga Kenanga,RAWANG,SELANGOR,
48300,Jalan Bunga Kertas,RAWANG,SELANGOR,
48300,Jalan Bunga Raya,RAWANG,SELANGOR,
48300,Jalan Bunga Ros,RAWANG,SELANGOR,
48300,Jalan Bunga Tanjung,RAWANG,SELANGOR,
48300,Jalan Bunga Teluki,RAWANG,SELANGOR,
48300,Jalan Bunga Teratai,RAWANG,SELANGOR,
48300,Jalan Bunga Tulip,RAWANG,SELANGOR,
48300,Jalan Daisi,RAWANG,SELANGOR,
48300,Jalan Jasmin,RAWANG,SELANGOR,
48300,Jalan Jenjarom,RAWANG,SELANGOR,
